commentID,grammarError,spellingError
528994,0,NO_ERROR
273622,0,NO_ERROR
76393,4, EN_QUOTES EN_QUOTES WHITESPACE_RULE SENTENCE_WHITESPACE
389500,2, EN_QUOTES EN_QUOTES
66269,0,NO_ERROR
2479,4, THE_PUNCT COMMA_PARENTHESIS_WHITESPACE SENTENCE_WHITESPACE SENTENCE_WHITESPACE
145119,0,NO_ERROR
534082,0,NO_ERROR
285690,4, SENTENCE_WHITESPACE EN_QUOTES EN_QUOTES SENTENCE_WHITESPACE
118425,0,NO_ERROR
114918,0,NO_ERROR
452152,8, EN_QUOTES EN_QUOTES EN_QUOTES EN_QUOTES SENTENCE_WHITESPACE SENTENCE_WHITESPACE SENTENCE_WHITESPACE CONFUSION_OF_OUR_OUT
145399,1, SENTENCE_WHITESPACE
264376,2, SENTENCE_WHITESPACE SENTENCE_WHITESPACE
203110,0,NO_ERROR
420958,1, SENTENCE_WHITESPACE
289127,2, SENTENCE_FRAGMENT HE_VERB_AGR
508808,7, EN_QUOTES EN_QUOTES EN_QUOTES EN_QUOTES EN_QUOTES EN_QUOTES WHITESPACE_RULE
36500,0,NO_ERROR
352019,4, EN_CONTRACTION_SPELLING MOST_SOME_OF_NNS I_LOWERCASE AFTERALL
122059,2, EN_QUOTES EN_QUOTES
118680,3, WHETHER SENTENCE_WHITESPACE SENTENCE_WHITESPACE
351103,14, SENTENCE_WHITESPACE EN_QUOTES EN_QUOTES EN_UNPAIRED_BRACKETS EN_QUOTES EN_QUOTES EN_QUOTES EN_QUOTES SENTENCE_WHITESPACE EN_QUOTES EN_QUOTES SENTENCE_WHITESPACE SENT_START_CONJUNCTIVE_LINKING_ADVERB_COMMA SENTENCE_WHITESPACE
78863,8, EN_UNPAIRED_BRACKETS EN_UNPAIRED_BRACKETS EN_UNPAIRED_BRACKETS SENTENCE_WHITESPACE EN_QUOTES EN_QUOTES WHITESPACE_RULE SENTENCE_WHITESPACE
259142,0,NO_ERROR
440796,0,NO_ERROR
383409,1, WERE_VBB
101551,4, SENTENCE_WHITESPACE SENTENCE_WHITESPACE SENTENCE_WHITESPACE WHITESPACE_RULE
343313,0,NO_ERROR
514042,0,NO_ERROR
377882,0,NO_ERROR
102589,2, EN_QUOTES EN_QUOTES
442551,1, SENTENCE_WHITESPACE
128526,7, EN_QUOTES EN_QUOTES EN_QUOTES EN_QUOTES EN_QUOTES EN_QUOTES A_PLURAL
410488,3, UPPERCASE_SENTENCE_START UPPERCASE_SENTENCE_START UPPERCASE_SENTENCE_START
531068,5, EN_QUOTES ENGLISH_WORD_REPEAT_BEGINNING_RULE ENGLISH_WORD_REPEAT_BEGINNING_RULE EN_QUOTES SENTENCE_WHITESPACE
69344,2, EN_QUOTES EN_QUOTES
236659,4, ENGLISH_WORD_REPEAT_BEGINNING_RULE ENGLISH_WORD_REPEAT_BEGINNING_RULE ENGLISH_WORD_REPEAT_BEGINNING_RULE SENTENCE_WHITESPACE
86087,1, EN_UNPAIRED_BRACKETS
525167,2, EN_QUOTES EN_QUOTES
212561,3, SENTENCE_WHITESPACE SENTENCE_WHITESPACE SENTENCE_WHITESPACE
469521,3, WHITESPACE_RULE EN_QUOTES EN_QUOTES
236535,0,NO_ERROR
412364,2, EN_QUOTES EN_QUOTES
383970,0,NO_ERROR
299986,0,NO_ERROR
321689,3, EN_UNPAIRED_BRACKETS EN_QUOTES EN_QUOTES
210404,0,NO_ERROR
89319,3, WHITESPACE_RULE EN_QUOTES EN_QUOTES
501402,1, SENTENCE_WHITESPACE
493968,0,NO_ERROR
33238,1, WHITESPACE_RULE
110672,4, SENTENCE_WHITESPACE UPPERCASE_SENTENCE_START SENTENCE_WHITESPACE SENTENCE_WHITESPACE
444574,12, EN_QUOTES EN_QUOTES WHITESPACE_RULE EN_QUOTES EN_QUOTES EN_QUOTES EN_QUOTES ENGLISH_WORD_REPEAT_BEGINNING_RULE EN_QUOTES EN_QUOTES EN_QUOTES EN_QUOTES
513098,0,NO_ERROR
357334,3, SENTENCE_WHITESPACE EN_QUOTES EN_QUOTES
265581,0,NO_ERROR
211544,2, EN_QUOTES EN_QUOTES
203025,8, EN_QUOTES EN_QUOTES EN_QUOTES EN_QUOTES EN_QUOTES EN_QUOTES EN_QUOTES EN_QUOTES
370637,2, EN_QUOTES EN_QUOTES
453419,2, SENTENCE_WHITESPACE EN_UNPAIRED_BRACKETS
423948,0,NO_ERROR
61819,1, SENTENCE_WHITESPACE
310331,0,NO_ERROR
112521,0,NO_ERROR
395908,0,NO_ERROR
170173,1, SENTENCE_WHITESPACE
107719,2, WHITESPACE_RULE SENTENCE_WHITESPACE
350631,0,NO_ERROR
157816,2, SENTENCE_WHITESPACE UPPERCASE_SENTENCE_START
242468,2, ENGLISH_WORD_REPEAT_RULE SENTENCE_FRAGMENT
82117,4, WHITESPACE_RULE ENGLISH_WORD_REPEAT_BEGINNING_RULE ENGLISH_WORD_REPEAT_BEGINNING_RULE AGREEMENT_SENT_START
466124,3, WHITESPACE_RULE ENGLISH_WORD_REPEAT_RULE DT_DT
158487,1, WHITESPACE_RULE
527243,0,NO_ERROR
425267,7, EN_QUOTES EN_QUOTES EN_QUOTES EN_QUOTES SENTENCE_WHITESPACE EN_QUOTES EN_QUOTES
76100,2, UPPERCASE_SENTENCE_START ENGLISH_WORD_REPEAT_BEGINNING_RULE
520861,0,NO_ERROR
127496,0,NO_ERROR
459838,0,NO_ERROR
413539,4, EN_UNPAIRED_BRACKETS EN_QUOTES UPPERCASE_SENTENCE_START EN_QUOTES
365645,3, SENTENCE_WHITESPACE ENGLISH_WORD_REPEAT_BEGINNING_RULE ENGLISH_WORD_REPEAT_BEGINNING_RULE
251567,0,NO_ERROR
249939,0,NO_ERROR
143378,4, EN_QUOTES EN_QUOTES SENTENCE_WHITESPACE ENGLISH_WORD_REPEAT_BEGINNING_RULE
123517,2, EN_QUOTES EN_QUOTES
171158,0,NO_ERROR
377355,7, SENTENCE_WHITESPACE SENTENCE_WHITESPACE EN_UNPAIRED_BRACKETS SENTENCE_WHITESPACE SENTENCE_WHITESPACE SENTENCE_WHITESPACE SENTENCE_WHITESPACE
284787,2, WHITESPACE_RULE SENTENCE_WHITESPACE
399326,6, WHITESPACE_RULE WHITESPACE_RULE WHITESPACE_RULE SENTENCE_WHITESPACE SENTENCE_WHITESPACE WHITESPACE_RULE
219909,2, EN_QUOTES EN_QUOTES
61099,3, SENTENCE_FRAGMENT SENTENCE_WHITESPACE SENT_START_CONJUNCTIVE_LINKING_ADVERB_COMMA
226171,2, EN_QUOTES EN_QUOTES
341828,10, SENTENCE_WHITESPACE UPPERCASE_SENTENCE_START UPPERCASE_SENTENCE_START UPPERCASE_SENTENCE_START UPPERCASE_SENTENCE_START UPPERCASE_SENTENCE_START UPPERCASE_SENTENCE_START UPPERCASE_SENTENCE_START UPPERCASE_SENTENCE_START UPPERCASE_SENTENCE_START
68363,3, EN_QUOTES EN_QUOTES RATHER_THEN
10080,4, ADVERB_WORD_ORDER EN_QUOTES EN_QUOTES MAY_COULD_POSSIBLY
164332,1, ENGLISH_WORD_REPEAT_RULE
165274,1, SENTENCE_FRAGMENT
222393,0,NO_ERROR
344687,2, EN_QUOTES EN_QUOTES
255121,2, EN_QUOTES EN_QUOTES
55377,5, EN_QUOTES EN_QUOTES SENTENCE_WHITESPACE EN_QUOTES EN_QUOTES
9109,2, EN_QUOTES EN_QUOTES
499572,6, EN_QUOTES EN_QUOTES EN_QUOTES EN_QUOTES SENTENCE_WHITESPACE SENTENCE_WHITESPACE
426645,0,NO_ERROR
316851,4, SENTENCE_WHITESPACE WITH_OUT WHITESPACE_RULE SENTENCE_WHITESPACE
95723,0,NO_ERROR
427616,0,NO_ERROR
344310,7, EN_QUOTES EN_QUOTES EN_QUOTES EN_QUOTES EN_UNPAIRED_BRACKETS EN_QUOTES EN_QUOTES
101034,0,NO_ERROR
424643,1, ITS_IS
356204,1, WHITESPACE_RULE
440598,0,NO_ERROR
340151,3, WHITESPACE_RULE WHITESPACE_RULE COMMA_PARENTHESIS_WHITESPACE
182122,2, EN_QUOTES EN_QUOTES
147066,3, ANY_MORE WHITESPACE_RULE ET_AL
414351,0,NO_ERROR
242860,5, EN_UNPAIRED_BRACKETS EN_QUOTES SENTENCE_WHITESPACE SENTENCE_WHITESPACE SENTENCE_WHITESPACE
490431,1, EN_UNPAIRED_BRACKETS
21311,0,NO_ERROR
127751,4, EN_QUOTES EN_QUOTES ENGLISH_WORD_REPEAT_BEGINNING_RULE WHITESPACE_RULE
352308,0,NO_ERROR
68897,4, EN_UNPAIRED_BRACKETS EN_QUOTES UPPERCASE_SENTENCE_START EN_QUOTES
125932,0,NO_ERROR
531986,0,NO_ERROR
179720,3, EN_QUOTES EN_QUOTES WHITESPACE_RULE
489353,3, NOW A_UNCOUNTABLE HAVE_PART_AGREEMENT
464667,1, SENTENCE_WHITESPACE
373023,21, EN_QUOTES EN_QUOTES EN_QUOTES EN_QUOTES EN_QUOTES EN_QUOTES SENTENCE_WHITESPACE ENGLISH_WORD_REPEAT_RULE EN_QUOTES EN_QUOTES SENTENCE_WHITESPACE EN_QUOTES EN_QUOTES SENTENCE_WHITESPACE EN_QUOTES EN_QUOTES WHITESPACE_RULE EN_QUOTES EN_QUOTES EN_UNPAIRED_BRACKETS EN_QUOTES
480653,3, SENTENCE_WHITESPACE EN_QUOTES EN_QUOTES
187445,4, EN_QUOTES EN_QUOTES EN_QUOTES EN_QUOTES
524148,1, WHITESPACE_RULE
475824,15, EN_QUOTES EN_QUOTES EN_QUOTES EN_QUOTES EN_QUOTES EN_QUOTES EN_QUOTES EN_QUOTES EN_UNPAIRED_BRACKETS EN_QUOTES OR_ALTERNATIVELY EN_QUOTES EN_QUOTES EN_QUOTES EN_QUOTES
452282,5, ENGLISH_WORD_REPEAT_BEGINNING_RULE OUT_OF_PLACE SENT_START_CONJUNCTIVE_LINKING_ADVERB_COMMA EN_QUOTES EN_QUOTES
250644,0,NO_ERROR
368877,2, SENTENCE_WHITESPACE SENTENCE_WHITESPACE
409480,4, EN_QUOTES EN_QUOTES EN_QUOTES EN_QUOTES
439803,8, ACTUAL_EXPERIENCE IN_PAST SENTENCE_WHITESPACE EN_QUOTES EN_QUOTES EN_QUOTES EN_QUOTES SENTENCE_WHITESPACE
31289,0,NO_ERROR
122814,6, EN_QUOTES SENTENCE_WHITESPACE EN_QUOTES SENTENCE_WHITESPACE NEW_XX DOUBLE_PUNCTUATION
294008,10, EN_QUOTES EN_QUOTES SENTENCE_WHITESPACE EN_QUOTES EN_QUOTES YOUR SENT_START_CONJUNCTIVE_LINKING_ADVERB_COMMA EN_QUOTES EN_QUOTES ADVERB_WORD_ORDER
334681,5, SENTENCE_WHITESPACE ENGLISH_WORD_REPEAT_BEGINNING_RULE ENGLISH_WORD_REPEAT_BEGINNING_RULE EVERYDAY_EVERY_DAY SENTENCE_WHITESPACE
354435,6, SENTENCE_WHITESPACE EN_QUOTES EN_QUOTES WHITESPACE_RULE EN_QUOTES EN_QUOTES
450697,4, SENTENCE_WHITESPACE WHITESPACE_RULE EN_QUOTES EN_QUOTES
334193,0,NO_ERROR
534298,6, WHITESPACE_RULE WHITESPACE_RULE ADVERB_WORD_ORDER COMMA_PARENTHESIS_WHITESPACE EN_QUOTES COMMA_PARENTHESIS_WHITESPACE
131222,2, SENTENCE_WHITESPACE SENTENCE_WHITESPACE
131952,2, EN_QUOTES EN_QUOTES
312498,0,NO_ERROR
17761,0,NO_ERROR
283736,2, EN_QUOTES EN_QUOTES
297472,2, EN_COMPOUNDS EN_COMPOUNDS
152976,0,NO_ERROR
2969,5, IT_IS EN_UNPAIRED_BRACKETS EN_QUOTES NOW BEEN_PART_AGREEMENT
204105,0,NO_ERROR
222380,2, WHITESPACE_RULE WHITESPACE_RULE
287706,1, HE_VERB_AGR
81386,5, UPPERCASE_SENTENCE_START EN_QUOTES EN_QUOTES EN_QUOTES EN_QUOTES
319534,4, ALL_OF_THE EN_UNPAIRED_BRACKETS SENTENCE_FRAGMENT COMMA_PARENTHESIS_WHITESPACE
164527,6, SENTENCE_WHITESPACE EN_QUOTES EN_QUOTES EN_COMPOUNDS EN_QUOTES EN_QUOTES
168585,3, DOUBLE_PUNCTUATION DOUBLE_PUNCTUATION UPPERCASE_SENTENCE_START
428065,0,NO_ERROR
318080,0,NO_ERROR
143338,4, EN_QUOTES EN_QUOTES WHITESPACE_RULE WHITESPACE_RULE
510773,0,NO_ERROR
475138,5, EN_UNPAIRED_BRACKETS EN_QUOTES SENTENCE_WHITESPACE ABSOLUTELY_ESSENTIAL COULD_CARE_LESS
378282,3, DOUBLE_PUNCTUATION DOUBLE_PUNCTUATION SENTENCE_WHITESPACE
170084,6, SENTENCE_WHITESPACE EN_QUOTES EN_QUOTES SENTENCE_WHITESPACE EN_QUOTES EN_QUOTES
151172,2, EN_QUOTES EN_QUOTES
265469,2, EN_QUOTES EN_QUOTES
79699,1, SENTENCE_WHITESPACE
92497,2, EN_QUOTES EN_QUOTES
105701,0,NO_ERROR
263631,8, WHITESPACE_RULE WHITESPACE_RULE EN_QUOTES EN_QUOTES WHITESPACE_RULE EN_QUOTES EN_QUOTES WHITESPACE_RULE
106691,4, EN_QUOTES EN_QUOTES EN_QUOTES EN_QUOTES
250906,1, SENTENCE_WHITESPACE
415322,6, EN_UNPAIRED_BRACKETS EN_QUOTES EN_QUOTES EN_QUOTES EN_QUOTES WHITESPACE_RULE
255875,5, ALL_OF_THE SENTENCE_WHITESPACE SENTENCE_WHITESPACE SENTENCE_WHITESPACE SENTENCE_WHITESPACE
368600,1, ENGLISH_WORD_REPEAT_BEGINNING_RULE
261552,4, IN_REGARD_TO SENTENCE_WHITESPACE SENTENCE_WHITESPACE SENTENCE_WHITESPACE
239394,0,NO_ERROR
355304,0,NO_ERROR
47857,1, SENTENCE_WHITESPACE
321277,0,NO_ERROR
105813,0,NO_ERROR
245116,4, WHITESPACE_RULE WHITESPACE_RULE WHITESPACE_RULE WHITESPACE_RULE
284536,1, SENTENCE_WHITESPACE
265595,0,NO_ERROR
157744,1, SENTENCE_WHITESPACE
317143,2, SENT_START_CONJUNCTIVE_LINKING_ADVERB_COMMA SENTENCE_WHITESPACE
489639,1, SENTENCE_FRAGMENT
183372,10, SENTENCE_WHITESPACE SENTENCE_WHITESPACE EN_QUOTES EN_QUOTES SENTENCE_WHITESPACE EN_QUOTES EN_QUOTES SENTENCE_WHITESPACE EN_QUOTES EN_QUOTES
20686,5, SENTENCE_WHITESPACE SENTENCE_WHITESPACE SENTENCE_WHITESPACE EN_QUOTES EN_QUOTES
279990,2, EN_QUOTES EN_QUOTES
181122,0,NO_ERROR
122238,0,NO_ERROR
162740,0,NO_ERROR
120733,0,NO_ERROR
167901,0,NO_ERROR
176568,0,NO_ERROR
490483,10, EN_QUOTES EN_QUOTES WHITESPACE_RULE WHITESPACE_RULE WHITESPACE_RULE SENTENCE_WHITESPACE COMMA_PARENTHESIS_WHITESPACE WHITESPACE_RULE WHITESPACE_RULE WHITESPACE_RULE
440868,0,NO_ERROR
158099,1, SENTENCE_WHITESPACE
405118,1, A_PLURAL
222652,3, UPPERCASE_SENTENCE_START SENTENCE_WHITESPACE IN_REGARD_TO
276479,3, ENGLISH_WORD_REPEAT_BEGINNING_RULE ENGLISH_WORD_REPEAT_BEGINNING_RULE ENGLISH_WORD_REPEAT_BEGINNING_RULE
106300,2, WHITESPACE_RULE EN_A_VS_AN
144929,2, WHITESPACE_RULE WHITESPACE_RULE
227600,5, WHITESPACE_RULE WHITESPACE_RULE WHITESPACE_RULE WHITESPACE_RULE WHITESPACE_RULE
287168,1, WHOS_NN
317152,9, COMMA_PARENTHESIS_WHITESPACE COMMA_PARENTHESIS_WHITESPACE COMMA_PARENTHESIS_WHITESPACE SENTENCE_WHITESPACE EN_QUOTES EN_QUOTES SENTENCE_WHITESPACE SENTENCE_FRAGMENT SENTENCE_WHITESPACE
213076,0,NO_ERROR
392343,0,NO_ERROR
206392,7, SENTENCE_WHITESPACE AND_THAN EN_QUOTES EN_QUOTES SENTENCE_WHITESPACE EN_QUOTES EN_QUOTES
189646,0,NO_ERROR
149183,0,NO_ERROR
517465,0,NO_ERROR
165825,1, SENTENCE_WHITESPACE
277035,0,NO_ERROR
90914,3, EN_QUOTES EN_QUOTES WHITESPACE_RULE
209079,2, SENTENCE_WHITESPACE SENTENCE_WHITESPACE
409728,2, SENTENCE_FRAGMENT SENTENCE_WHITESPACE
150153,1, SENTENCE_WHITESPACE
94235,1, WHITESPACE_RULE
415414,1, YOUR
179471,1, EN_CONTRACTION_SPELLING
352042,4, WHITESPACE_RULE WHITESPACE_RULE EN_QUOTES EN_QUOTES
175629,0,NO_ERROR
366229,0,NO_ERROR
530459,1, SENTENCE_WHITESPACE
213517,2, EN_QUOTES EN_QUOTES
370368,2, SENTENCE_WHITESPACE WHITESPACE_RULE
8404,0,NO_ERROR
329996,6, EN_A_VS_AN SENTENCE_WHITESPACE ENGLISH_WORD_REPEAT_BEGINNING_RULE SENTENCE_WHITESPACE EN_QUOTES EN_QUOTES
105822,2, EN_QUOTES EN_QUOTES
331933,0,NO_ERROR
483971,4, SENTENCE_WHITESPACE SENTENCE_WHITESPACE SENTENCE_WHITESPACE SENTENCE_WHITESPACE
444253,0,NO_ERROR
51975,0,NO_ERROR
160587,4, EN_QUOTES EN_QUOTES EN_QUOTES EN_QUOTES
439856,3, COMMA_PARENTHESIS_WHITESPACE SENTENCE_WHITESPACE SENTENCE_WHITESPACE
257712,4, EN_QUOTES EN_QUOTES EN_QUOTES EN_QUOTES
518003,2, UPPERCASE_SENTENCE_START COMMA_PARENTHESIS_WHITESPACE
240027,1, WHITESPACE_RULE
525422,8, EN_QUOTES EN_QUOTES EN_QUOTES EN_QUOTES EN_QUOTES EN_QUOTES SENTENCE_WHITESPACE SENTENCE_WHITESPACE
479615,0,NO_ERROR
334279,1, WHITESPACE_RULE
71489,6, SENTENCE_WHITESPACE SENTENCE_WHITESPACE SENTENCE_WHITESPACE SENTENCE_WHITESPACE SENTENCE_WHITESPACE SENTENCE_WHITESPACE
69660,0,NO_ERROR
370021,1, PROGRESSIVE_VERBS
179365,0,NO_ERROR
522079,6, SENTENCE_WHITESPACE EN_QUOTES EN_QUOTES SENTENCE_WHITESPACE EN_QUOTES EN_QUOTES
69681,0,NO_ERROR
227862,1, SENT_START_CONJUNCTIVE_LINKING_ADVERB_COMMA
96051,0,NO_ERROR
272967,4, WHITESPACE_RULE ENGLISH_WORD_REPEAT_BEGINNING_RULE WHITESPACE_RULE WHITESPACE_RULE
369791,6, SENTENCE_WHITESPACE EN_QUOTES EN_QUOTES SENTENCE_WHITESPACE SENTENCE_WHITESPACE SENTENCE_WHITESPACE
478454,3, EN_QUOTES EN_QUOTES EN_COMPOUNDS
512238,4, WHITESPACE_RULE WHITESPACE_RULE WHITESPACE_RULE WHITESPACE_RULE
177426,3, EN_QUOTES EN_QUOTES MANY_NN
352191,0,NO_ERROR
334046,6, SENTENCE_WHITESPACE WHITESPACE_RULE SENTENCE_WHITESPACE WHETHER SENTENCE_WHITESPACE WHITESPACE_RULE
269485,0,NO_ERROR
384118,10, EN_QUOTES EN_QUOTES EN_QUOTES EN_QUOTES EN_QUOTES EN_QUOTES EN_QUOTES EN_QUOTES EN_QUOTES EN_QUOTES
366277,0,NO_ERROR
430358,13, EN_QUOTES EN_QUOTES EN_QUOTES EN_QUOTES WHITESPACE_RULE SENTENCE_WHITESPACE SENTENCE_WHITESPACE WHITESPACE_RULE SENTENCE_WHITESPACE EN_QUOTES AFFECT_EFFECT EN_QUOTES SENTENCE_WHITESPACE
481959,4, EN_QUOTES EN_QUOTES EN_QUOTES SENTENCE_WHITESPACE
242126,1, SENTENCE_FRAGMENT
41343,4, EN_QUOTES EN_QUOTES EN_QUOTES EN_QUOTES
293354,4, UPPERCASE_SENTENCE_START SENTENCE_WHITESPACE EN_QUOTES EN_QUOTES
152377,0,NO_ERROR
66251,1, ENGLISH_WORD_REPEAT_RULE
26975,1, SENTENCE_WHITESPACE
341657,5, EN_QUOTES EN_QUOTES EN_QUOTES EN_QUOTES SENTENCE_WHITESPACE
475877,2, SENTENCE_WHITESPACE SENTENCE_WHITESPACE
335858,0,NO_ERROR
102526,5, EN_QUOTES EN_QUOTES SENTENCE_WHITESPACE SENTENCE_WHITESPACE SHORT_CUT
520662,2, WHITESPACE_RULE WHITESPACE_RULE
240618,0,NO_ERROR
316380,0,NO_ERROR
333746,2, SENTENCE_WHITESPACE ENGLISH_WORD_REPEAT_BEGINNING_RULE
112483,0,NO_ERROR
282895,0,NO_ERROR
86820,3, EN_QUOTES EN_QUOTES EN_COMPOUNDS
349685,0,NO_ERROR
224380,4, EN_QUOTES EN_QUOTES WHITESPACE_RULE WHITESPACE_RULE
258078,1, EN_UNPAIRED_BRACKETS
359256,4, ENGLISH_WORD_REPEAT_BEGINNING_RULE SENTENCE_WHITESPACE EN_QUOTES EN_QUOTES
251885,2, EN_QUOTES EN_QUOTES
281355,0,NO_ERROR
418055,8, SENTENCE_WHITESPACE WHITESPACE_RULE WHITESPACE_RULE WHITESPACE_RULE WHITESPACE_RULE SENTENCE_WHITESPACE WHITESPACE_RULE WHITESPACE_RULE
349931,0,NO_ERROR
52016,0,NO_ERROR
492275,4, THIS_NNS ENGLISH_WORD_REPEAT_BEGINNING_RULE EVERYDAY_EVERY_DAY SENTENCE_WHITESPACE
534187,0,NO_ERROR
401914,10, EN_QUOTES EN_QUOTES EN_QUOTES EN_QUOTES EN_QUOTES EN_QUOTES SENTENCE_WHITESPACE SENTENCE_WHITESPACE EN_QUOTES EN_QUOTES
150487,11, SENTENCE_WHITESPACE EN_QUOTES EN_QUOTES EN_QUOTES EN_QUOTES EN_QUOTES EN_QUOTES EN_QUOTES EN_QUOTES SENTENCE_WHITESPACE WHITESPACE_RULE
235351,4, EN_QUOTES EN_QUOTES SENTENCE_WHITESPACE SENTENCE_WHITESPACE
215885,0,NO_ERROR
507912,3, EN_QUOTES EN_QUOTES EN_A_VS_AN
384590,8, EN_QUOTES EN_QUOTES EN_QUOTES DOUBLE_PUNCTUATION EN_QUOTES SENTENCE_WHITESPACE SENT_START_CONJUNCTIVE_LINKING_ADVERB_COMMA SENTENCE_WHITESPACE
527451,4, SENTENCE_WHITESPACE EN_QUOTES EN_QUOTES WHITESPACE_RULE
238708,2, UPPERCASE_SENTENCE_START UPPERCASE_SENTENCE_START
477443,0,NO_ERROR
344350,2, THE_SUPERLATIVE SENTENCE_WHITESPACE
294682,0,NO_ERROR
65644,3, EN_QUOTES EN_QUOTES WHITESPACE_RULE
147168,4, EN_QUOTES EN_QUOTES EN_QUOTES EN_QUOTES
7436,0,NO_ERROR
384659,2, COMMA_PARENTHESIS_WHITESPACE I_LOWERCASE
37536,6, SENTENCE_WHITESPACE EN_QUOTES EN_QUOTES SENTENCE_WHITESPACE SENTENCE_FRAGMENT ENGLISH_WORD_REPEAT_RULE
461039,4, THERE_RE_MANY EN_QUOTES EN_QUOTES EN_CONTRACTION_SPELLING
514536,0,NO_ERROR
383802,8, EN_QUOTES EN_QUOTES SENTENCE_WHITESPACE WHITESPACE_RULE SENTENCE_WHITESPACE WHITESPACE_RULE WHITESPACE_RULE SENTENCE_WHITESPACE
224961,1, ENGLISH_WORD_REPEAT_BEGINNING_RULE
131697,6, SENTENCE_WHITESPACE ABSOLUTELY_ESSENTIAL SENTENCE_WHITESPACE SENTENCE_WHITESPACE EN_QUOTES EN_QUOTES
279859,1, ANY_BODY
398274,3, EN_QUOTES EN_QUOTES WHITESPACE_RULE
429609,4, DOUBLE_PUNCTUATION DOUBLE_PUNCTUATION DOUBLE_PUNCTUATION SENTENCE_WHITESPACE
254119,2, EN_QUOTES EN_QUOTES
237172,0,NO_ERROR
80222,2, ALL_OF_THE WHITESPACE_RULE
224590,1, WHITESPACE_RULE
33013,5, UPPERCASE_SENTENCE_START UPPERCASE_SENTENCE_START UPPERCASE_SENTENCE_START UPPERCASE_SENTENCE_START UPPERCASE_SENTENCE_START
151724,31, EN_QUOTES EN_QUOTES SENTENCE_FRAGMENT WHITESPACE_RULE EN_QUOTES EN_QUOTES COMMA_PARENTHESIS_WHITESPACE COMMA_PARENTHESIS_WHITESPACE COMMA_PARENTHESIS_WHITESPACE UPPERCASE_SENTENCE_START SENTENCE_WHITESPACE EN_QUOTES EN_QUOTES EN_QUOTES EN_QUOTES EN_QUOTES EN_QUOTES EN_QUOTES EN_QUOTES SENTENCE_WHITESPACE EN_QUOTES EN_QUOTES EN_QUOTES EN_QUOTES EN_QUOTES EN_QUOTES ENGLISH_WORD_REPEAT_RULE DT_DT SENTENCE_WHITESPACE EN_QUOTES EN_QUOTES
453163,4, EN_QUOTES EN_QUOTES EN_QUOTES EN_QUOTES
411175,0,NO_ERROR
525457,0,NO_ERROR
455890,2, SENTENCE_WHITESPACE SENTENCE_WHITESPACE
236354,1, WHITESPACE_RULE
441595,0,NO_ERROR
340472,10, EN_QUOTES EN_QUOTES COULD_CARE_LESS SENTENCE_WHITESPACE EN_QUOTES EN_QUOTES COMMA_PARENTHESIS_WHITESPACE COMMA_PARENTHESIS_WHITESPACE SENTENCE_FRAGMENT UPPERCASE_SENTENCE_START
203706,0,NO_ERROR
189801,1, SOME_OF_THE
479784,3, EN_QUOTES EN_QUOTES CD_NN
208074,1, IN_A_X_MANNER
329932,1, YOUR
35226,3, SENTENCE_WHITESPACE SENTENCE_WHITESPACE SENTENCE_WHITESPACE
317354,3, EN_UNPAIRED_BRACKETS UPPERCASE_SENTENCE_START WHITESPACE_RULE
388970,2, EN_QUOTES EN_QUOTES
35305,0,NO_ERROR
403249,3, SENTENCE_WHITESPACE SENTENCE_WHITESPACE SENTENCE_WHITESPACE
414325,5, SENTENCE_WHITESPACE I_LOWERCASE SENTENCE_WHITESPACE A_INFINITVE I_LOWERCASE
493273,3, WHITESPACE_RULE SENTENCE_WHITESPACE SENTENCE_WHITESPACE
464767,0,NO_ERROR
264422,3, EN_QUOTES EN_QUOTES WHITESPACE_RULE
384618,0,NO_ERROR
18367,7, SENTENCE_WHITESPACE POSSESIVE_APOSTROPHE SENTENCE_WHITESPACE WHITESPACE_RULE WHITESPACE_RULE WHITESPACE_RULE WHITESPACE_RULE
315748,5, SENTENCE_WHITESPACE EN_QUOTES EN_QUOTES EN_QUOTES EN_QUOTES
409668,0,NO_ERROR
504259,1, UPPERCASE_SENTENCE_START
472210,2, EN_QUOTES EN_QUOTES
502368,3, SENTENCE_WHITESPACE EN_QUOTES EN_QUOTES
333832,3, HAVE_PART_AGREEMENT SENTENCE_WHITESPACE SENTENCE_WHITESPACE
52322,0,NO_ERROR
390607,0,NO_ERROR
42545,0,NO_ERROR
92091,3, EN_QUOTES EN_QUOTES SENTENCE_WHITESPACE
207249,1, HE_VERB_AGR
440616,4, DOUBLE_PUNCTUATION SENTENCE_WHITESPACE SENTENCE_WHITESPACE DOUBLE_PUNCTUATION
481948,2, EN_QUOTES EN_QUOTES
126297,4, EN_QUOTES EN_QUOTES EN_QUOTES EN_QUOTES
442398,1, ADVERB_WORD_ORDER
182314,0,NO_ERROR
22905,0,NO_ERROR
525476,4, SENTENCE_WHITESPACE EN_QUOTES EN_QUOTES SENTENCE_WHITESPACE
204458,0,NO_ERROR
323458,0,NO_ERROR
296853,4, WHITESPACE_RULE SENTENCE_FRAGMENT EN_QUOTES EN_QUOTES
78105,4, SENTENCE_WHITESPACE SENTENCE_WHITESPACE EN_QUOTES EN_QUOTES
129952,3, CD_NN SENTENCE_WHITESPACE WHITESPACE_RULE
95956,5, EN_QUOTES EN_QUOTES EN_QUOTES EN_QUOTES ADVERB_WORD_ORDER
